id,star,text
0,0,"Caution: Although it is listed as a different version of the same product, the $3.99 Kindle edition is literally a comic book version of this.  The page is misleading, as it lists Moss as the translator and the length as 1120 pages.  When you download the eBook, you get a 71 page comic book. I was able to return for a refund, but this absolutely NOT what the page would lead you to believe."
1,0,"I've read Moss Roberts' other translations for ""Journey to the West"" and ""Outlaws of the Marsh"".  I tried a different translation for ""Romance of the Three Kingdoms"" done by Brewitt-Talyor as well."
2,0,I prefer the Moss Robert's version because:
3,0,1. It comes in a 3 volume set (unlike others)
4,0,"2. It uses the modern pinyin for names vs. Wade-Giles (e.g. Zhang Fe vs. Chang Fei, Cao Cao instead of Ts'ao Ts'ao) which is much easier to follow if you have ever taken a Chinese class"
5,0,3. There are maps! I got really lost trying to follow-along with the Brewitt-Taylor version
6,0,"Lastly, Moss Roberts has a copious afterward and amazing footnotes, which aid greatly a western reader who may not have the full context on the non-fiction history of the 3 Kingdoms period."
7,0,"The 3 classics of Chinese literature are indeed long (about 1000 pages), but so too are series like Lord of the Rings or even Harry Potter (where one book is 700 pages), however they are amazing reads."
8,0,"If you could only pick one, then the Three Kingdoms is IMHO the best of the 3 for a western reader.  If you are going to read all 3, then start with Journey to the West, then go to Outlaws of the Marsh, then to the Three Kingdoms."
9,0,"FWIW, 3 Kingdoms is packed with adventure, intrigue, tragedy, and also highlights a lot of the virtues of Chinese culture.  Think Game of Thrones in China if you need a metaphor."
10,0,"I had a hard time putting these books down, and I hope you try them out and enjoy them as well."
11,0,"It's a challenging read for those of us who didn't grow up with these characters and stories, but if you invest the time and make good use of the excellent Moss Roberts annotations, you can get completely absorbed in it. After working at it for a while, picking it up and putting it down and picking it up again, all of a sudden, I discovered that this monster of a novel turns out to be the source material for many of my favorite Chinese movies. In this particular set the books are small paperbacks with no margins to speak of, small print and annotations in even smaller print. I have to use a magnifying glass to read them. Eventually I bought the 2-volume larger format set put out by University of California Press. The print is larger, but still small -- but at least I can read it without a magnifying glass.Also the margins in the U Cal Press version are wide enough that I can make notes and make cross references for myself."
12,0,"If you want to understand Chinese strategy read this. Research has shown we are influenced heavily by the stories of our childhood. The Three Kingdoms is a well known tale in China, not so much in the rest of the world. If you want to understand Chinese strategy, negotiation and leadership - look at the examples that children were taught in this book."
13,0,Moss Roberts' translation is absolutely fantastic. Much more alive than others. Take the opening sentences:
14,0,"""Here begins our tale. The empire, long divided, must unite; long united, must divide. Thus it has ever been."""
15,0,Compare this with Taylor's translation:
16,0,"""Domains under heaven, after a long period of division, tends to unite; after a long period of union, tends to divide. This has been so since antiquity."""
17,0,Or Hegel's:
18,0,"""Empires wax and wane; states cleave asunder and coalesce."""
19,0,"It's really no contest. Roberts' prose is lively and absolutely engaging throughout. He's that rare translator who not only understands the nuances of the original language but has a keen ear for English prose. The only complaint I have about this edition is that all the footnotes (and there are a *lot*) are at the back of the 2nd volume, which means that while reading the first two-thirds of the epic, you have to carry around both volumes (and these are big, heavy books). I don't know if there are other high-quality printings of Roberts' translation which might improve on this issue, but I wouldn't even consider a different translator."
20,0,"In AD 235, the ancient world in the West collapsed into chaos when Alexander Severus, Emperor of the Romans, was assassinated and the Roman Empire broke up into three warring states. One included Gaul (modern France), Britain, and Hispania (modern Spain), another Italy and North Africa, and the third was based on Palmyra, ruled by Queen Zenobia. In 270, Aurelian re-united the three kingdoms and re-established the Empire."
21,0,"It is an odd coincidence of history that at about the same time, the Han Dynasty in China also experienced a revolt (about 190 AD), and it also broke up into the ""Three Kingdoms"" of the title. Is there any significance to this parallel? The two empires did have some sort of diplomatic relations, rather astonishing in view of the distances involved. At all events, this sprawling tale is the story of three heroes who swear an oath of loyalty to each other and the Han Emperor at the beginning and try to bring the Empire back together."
22,0,"For the English-speaking reader the translator has rendered the work into modern, unadorned English. To me the names all seem alike, a problem because there are literally hundreds of characters! However, the authors have given us brave and dedicated heroes as well as a wonderful villain, Cao Cao. He's the kind of man who, hearing someone sharpening a knife in a back room when a guest at an ally's house, breaks into the room and kills the man with the knife. Then he realizes he was just preparing to butcher a pig! He rides away, meets his host coming in the other direction, and decides he'd better kill him and all his escort to keep the error from becoming known. He's the enemy readers can hate with a clear conscience."
23,0,"The books (5 volumes in paperback) cover a period of several decades with numerous marches, countermarches, sieges, and battles, including the largest naval battle of all time with a total of 800,000 men on 2 fleets of ships and on land. (That's the Battle of Red Hill). While it can be a little tedious because it's so huge, the story keeps your interest and if we could just get a better idea of the geography it could rival the Iliad in Western literature. While there's a map, alas, it is very small scale and the place names in the text far outnumber those on the map."
