id,star,sentiment,text
0,0,0.08333333333333333,"[The Journey to the West (西遊記) is so well-known a story in Chinese culture that I won't bother to review the story as such, but will focus on the translation.  This book is the first volume of a four-volume translation.  This review covers all four volumes.]"
1,0,0.1058531746031746,"Any translation of a literary work, let alone between languages as different as Chinese and English are, is an exercise in compromise and cleverness.  A particular sentence in Chinese—even a single phrase—can be rendered in numerous ways in English, each one of them carrying a different set of nuances.  To maintain narrative flow, though, the translator must choose just one of those ways, which represents an indelible choice as to what aspect of the original will be conveyed to the reader.  That is the compromise.  The cleverness comes in the insight and deftness with which the translator crafts and arranges those choices into a coherent whole."
2,0,0.215,"It is said that one should always translate into one's ""A language""—that is, the language in which one is most fluent.  But Dr Anthony Yu was a native Chinese speaker, and although years of teaching in the United States made him fluent in English, it was still not his primary language.  It is a testament to his genius and his decades of work on this, a story that he describes as near and dear to his heart, that this English version is as faithful to the Chinese original as can be hoped, and yet reads as sprightly and as uproariously as though it were, in fact, the original."
3,0,0.14523809523809522,"Something must be done with those nuances, though.  Some translators choose to insert them directly into the body of the work, as Howard Goldblatt does in his translation of Mo Yan's Life and Death are Wearing Me Out.  But perhaps The Journey to the West is too full of Buddhist, Daoist, and other cultural allusions for them to be adequately captured in a passing sentence.  So Yu's translation is copiously endnoted, and these notes are full of fascinating material on the religious and philosophical environment in which both the story is written and its action takes place.  Included also are scholarly citations that justify, with a degree of rigor that will probably be overlooked by the average reader, all the various word and phrasing choices he made.  In some cases, Yu's study has even found errors in the original text."
4,0,0.10277777777777777,"The first volume of this translation adds an introduction that describes the textual history of this story, Wu Cheng'en's presumed authorship, biographical sketches of the real people depicted in the novel, and Wu's motivations for writing it, and them, the way that he did.  These additions admirably fill out the narrative and setting delivered to us so seamlessly by Yu.  Other translations may have quainter charm or somewhat more fluid English, but this one provides such a complete perspective on the novel that it presents itself immediately as the de facto standard.  A must have for the dedicated reader."
5,0,0.115625,"""The Journey to the West"" is a lengthy 16th century novel, regarded as one of the four great classics of Chinese literature. The author of the book is uncertain, but is thought to be Wu Cheng'en. This volume contains the first twenty-five chapters of the hundred-chapter narrative, plus extensive notes and a ninety-six-page introduction by the translator, Anthony C. Yu. I found the introduction a difficult read, no doubt due to my prior ignorance about almost everything it covered. But the introduction was helpful, and I am glad I labored through it."
6,0,0.0775132275132275,"The book itself defied my expectations. It was neither dry, nor dense, nor inscrutable. To my surprise, it appears to have been intended to be fun, and, despite the intervening centuries, I often found it such. The narrative is a fantastical retelling of Xuanzang's pilgrimage to India to obtain Buddhist scriptures, a pilgrimage that took place roughly a thousand years before ""The Journey to the West"" was written. In the retelling, there are gods, monsters, dragons, trickery, humor, and a plethora of epic fights. There is also a remarkably large amount of poetry, serving both as description and commentary, and the poetry lightened the reading. Since this volume contains only the first quarter of the story, I will postpone further comments for now."
7,0,0.03392857142857143,"I've read Journey to the West, Yu's translation, every few years for the last decade or so now. It's wonderful, and improves with every reading. There are layers of meaning, and I really appreciate Yu's scholarly footnotes. Unfortunately, the Kindle version is a bit of a mess. The Chinese characters are FAR too small to read (they're smaller than the smallest-size font, and can't be resized). This is extremely frustrating, since much of the word-play, and some of the important concepts hinge on the characters used. This needs to be fixed."
8,0,0.0,"I'd say, if you haven't read Journey to the West, read it. But stick with paper for the time being."
9,0,0.13372134038800707,"This is, of course, a great translation of a literary classic.  The stories of each scrape the monkey gets into are similar to fairy tales.  There is a strong moral lesson to the overall plot.  (The monkey is being punished for his flippant treatment of the staid conventional deities in Heaven.)  I guess there are probably underlying political or social comments being made, but I am not that much of an historical or literary scholar.  This is a fun book to read, and one whose stories you can tell to young children and amuse them with their silliness.  The stories are filled with imagination and humor.  The monkey's high spirits grow on you.  His companions are often simple foils for his high jinx.  If you are interested in Chinese culture, this is a must-read, as there are many references to it in current Chinese culture."
10,0,0.25833333333333336,"I read the four-volume revised Kindle edition of this book, translated by Anthony C. Yu. The story is the fictive rendition of a journey made by a 7th century Buddhist monk, Xuanzang, during the Tang Dynasty. He undertook his famous, nearly two decade-long pilgrimage in order to study Buddhism and acquire original Sanskrit texts of the religion from India. When he returned to China, he translated many of the original texts to Chinese, thus leaving a decisive legacy on Chinese Buddhism. Some of the pilgrim's original scrolls are saved in a pagoda inside Xingijao Temple near today's Xian."
11,0,0.09935897435897442,"The story starts with the mystical events of a creature becoming the (Handsome) Monkey King. Through various twists and turns, he acquires great skills and a variety of supernatural power which he will continue to use throughout the book. Some mischievous acts in Heaven land him in trouble but upon the departure of Xuanzang - in the book also called the Tang Monk or Tripitaka after the Three Baskets of Buddhism that held the 3 original Buddhist scrolls - from the Emperor's palace, the Monkey King is given the opportunity to become the disciple and protector of the Monk. In the first phase of the long journey Tripitaka is granted two additional converted vicious monsters as his disciples: Eight Rules who has the appearance of a pig and Sha Monk who has the look of a water buffalo. To complete the mystical traveling company, a water monster is enforced to serve as the replacement of Tripitaka's deceased horse."
12,0,-0.17857142857142858,"The bulk of the story is the description of the group's arduous traveling through impenetrable forests, burning mountains, and dangerous rushing rivers. They encounter countless demons, spirits, monsters, dragons, and fiends who invariably want to devour the guiltless Tripitaka. This enhanced interest in the Tang Monk as a culinary delight roots from his purity that is thought to guarantee extremely long life to the cannibalistic food connoisseurs. With his boundless ingenuity and smarts the Monkey King leads the three disciples to defend the Monk."
13,0,-0.002988215488215498,"For the contemporary reader, the story has a few stumbling blocks, not the least of which is the length of almost 2400 pages. In the book one will find numerous repetitions where the four main heroes tend to recite some of their earlier adventures in various situations when they meet new characters. The reader is already fully aware of these events and they tend to slow down the flow of the story. One can skip these paragraphs however, without losing much from the narration."
14,0,0.14020833333333335,"For some readers another obstacle could be the numerous poems and songs throughout the book. In my rough estimation 15-20% of the text may well be poetry. The poems are enjoyable and usually provide finer details of, or clarifications to, the main story. As such, they are more functionally part of the book then in another classic pillar of ancient Chinese literature, the poetry in the Dreams of the Red Mansion. In that book the poems and songs are highly transcendent with the purpose of providing insight into the characters' inner selves. I skimmed through many, but not all poems. Others may decide to skip the poems altogether but those who decide to read them in even greater details, will experience an enhanced overall literary beauty of the book."
15,0,0.28437500000000004,"Of the four characters, the Monkey King is by far the best portrayed one and the main reason I gave not 3 but 4 stars to this book. He is an absolute riot; a perfect timeless embodiment of a bad guy turned good who has a curiously complex psyche with a mixture of self-adoration, self-assuredness, mischief, steadfast loyalty, courage, wisdom, practicality, and, on the top of everything, a great sense of humor. Typical of him is the name he has chosen to himself early in the story: The Great Sage Equal to Heaven."
16,0,0.4166666666666667,"Among all the fictive characters I have encountered in my readings, the Monkey King has become one of my all time favorites for his colorful and likeable temperament and for the exquisite perfection with which he has been portrayed."
17,0,-0.031746031746031744,"Although the Tang Monk is formally the lead-hero of the story, he really pales in comparision to the Monkey King. He is the most benevolent, spiritually pure individual imaginable who is singularly driven by his unshakable convictions and principled Buddhist mind. Unfortunately, he is also gullible to the point of annoyance and this brings a copious amount of trouble to the poor Monkey King."
18,0,0.07857142857142858,"Eight Rules is a secondary character whose personality is also drawn with an expert pen. He is stupid, yet quite capable in many ways. His loyalty to the Monk never feels solidified, however he seems to function perfectly well under the critical tutelage of the Monkey King and the exculpation of the high-minded Tripitaka."
19,0,0.005555555555555559,"The character of the third disciple, Sha Monk, is far less complete than the previous three and doesn't deserve particular attention in this review."
20,0,0.16484848484848483,"Overall, the book in its full length is not an easy read. I recommend it mostly to those tickled by a potential glimpse into the spirituality of an ancient world, namely the Tang Dynasty, from the perspective of a much later, but still very old, time, namely the late Ming Dynasty. What a rare privilege to enjoy such a treasure!"
21,0,0.18,An abridged English translation is also available for those curious readers with a more tepid interest.
22,0,0.32619047619047614,"Additional information: The book has served as inspiration for multiple movies, TV shows, stage plays, and comics. I saw one of these adaptations, Alakazam the Great. This Japanese cartoon film, although adorable in its own right, in no way should be considered a faithful presentation of the original story. I've also read the Ultimate Journey: Retracing the Path of an Ancient Buddhist Monk Who Crossed Asia in Search of Enlightenment, by Richard Bernstein. The book adds a unique, modern-time perspective to this ancient story."
23,0,0.3421875,"A must read book for all avid readers around the world!  Brought the whole series from this author's since I like the story and wanted to own the entire book collection of Journey to the West.  It is one of the best book I read in my life  and believed me, I read over 2,000 books in 20 yrs.  After reading JW Book 1, I wanted to read the other 3 JW books since I was totally hooked into the story once I read book 1 of JW.  Amazing story telling book!"
24,0,0.04642857142857143,"My 11-yr old boy loves it! He’s instantly hooked and enjoys sharing Sun Wuking’s adventures with me. I grew up reading it back in China but my son was born in the US and does not read Chinese, I’ve waited so long for him to appreciate Chinese classics! Thanks to the translator and Amazon!"
25,0,0.2986111111111111,"This is part one of four volumes in Professor Yu's excellent translation of all one hundred chapters of the magnificent Hsi Yu Chi, one of the four great classics of China. The brilliantly detailed adventures, including sparkling battle scenes and characters that give today's well-known mercenaries and crime figures a run for their money, will shock those readers who thought all that started with Hollywoood. The details of bureaucracies laden with sloppy management and CEOs who remember and punish to excess everybody's mistakes but their own is a revelation. The words of the Monkey King's first teacher, ""Nothing in the world is difficult, only the mind makes it so"" underscore the deep spirituality on which this book is based, making it satisfying to read at this level as well."
26,0,0.27232142857142855,"Some say a great work of literature is like a stunning piece of golden, bejeweled tapestry, and its best translation is like the reverse side of the cloth, same materials yet missing the design and jewels on the face. Therefore the awkwardness of some phrases and terms should not discourage the reader as they are to be expected.  I hope instead that such parts encourage usage of aids to understanding such as viewing versions of the story adapted for television and learning  to read some of the Chinese original.  This entire work is a very worthwhile investment, to keep in a very accessible area of the bookshelf where it can be referred to at each stage of one's life."
27,0,0.48124999999999996,"A great translation, perfect for beginners just learning the story of the monkey king or for advanced students who want to study the text in more detail. This book helped me learn about the role Taoism and Buddhism in ancient Chinese culture, and it gave me a familiarity with one of China's most beloved folk tales."
28,0,0.26944444444444443,"For anyone into Chinese culture and Eastern  spirituality.  This is a tale (which I believe is non-fiction like everything else including the leprechaun) where you can compare yourself to the main character (Sun Wukong) and evolve with it, see yourself as a forever evolving leader. This monkey was not always godly but after learning lessons through pain you see the evolution of his character. This journey has many sub-characters too and I recommend you read this with patience and excitement both. It's a good laugh."
29,0,0.08333333333333333,"[The Journey to the West (西遊記) is so well-known a story in Chinese culture that I won't bother to review the story as such, but will focus on the translation.  This book is the first volume of a four-volume translation.  This review covers all four volumes.]"
30,0,0.1058531746031746,"Any translation of a literary work, let alone between languages as different as Chinese and English are, is an exercise in compromise and cleverness.  A particular sentence in Chinese—even a single phrase—can be rendered in numerous ways in English, each one of them carrying a different set of nuances.  To maintain narrative flow, though, the translator must choose just one of those ways, which represents an indelible choice as to what aspect of the original will be conveyed to the reader.  That is the compromise.  The cleverness comes in the insight and deftness with which the translator crafts and arranges those choices into a coherent whole."
31,0,0.215,"It is said that one should always translate into one's ""A language""—that is, the language in which one is most fluent.  But Dr Anthony Yu was a native Chinese speaker, and although years of teaching in the United States made him fluent in English, it was still not his primary language.  It is a testament to his genius and his decades of work on this, a story that he describes as near and dear to his heart, that this English version is as faithful to the Chinese original as can be hoped, and yet reads as sprightly and as uproariously as though it were, in fact, the original."
32,0,0.14523809523809522,"Something must be done with those nuances, though.  Some translators choose to insert them directly into the body of the work, as Howard Goldblatt does in his translation of Mo Yan's Life and Death are Wearing Me Out.  But perhaps The Journey to the West is too full of Buddhist, Daoist, and other cultural allusions for them to be adequately captured in a passing sentence.  So Yu's translation is copiously endnoted, and these notes are full of fascinating material on the religious and philosophical environment in which both the story is written and its action takes place.  Included also are scholarly citations that justify, with a degree of rigor that will probably be overlooked by the average reader, all the various word and phrasing choices he made.  In some cases, Yu's study has even found errors in the original text."
33,0,0.10277777777777777,"The first volume of this translation adds an introduction that describes the textual history of this story, Wu Cheng'en's presumed authorship, biographical sketches of the real people depicted in the novel, and Wu's motivations for writing it, and them, the way that he did.  These additions admirably fill out the narrative and setting delivered to us so seamlessly by Yu.  Other translations may have quainter charm or somewhat more fluid English, but this one provides such a complete perspective on the novel that it presents itself immediately as the de facto standard.  A must have for the dedicated reader."
34,0,0.115625,"""The Journey to the West"" is a lengthy 16th century novel, regarded as one of the four great classics of Chinese literature. The author of the book is uncertain, but is thought to be Wu Cheng'en. This volume contains the first twenty-five chapters of the hundred-chapter narrative, plus extensive notes and a ninety-six-page introduction by the translator, Anthony C. Yu. I found the introduction a difficult read, no doubt due to my prior ignorance about almost everything it covered. But the introduction was helpful, and I am glad I labored through it."
35,0,0.0775132275132275,"The book itself defied my expectations. It was neither dry, nor dense, nor inscrutable. To my surprise, it appears to have been intended to be fun, and, despite the intervening centuries, I often found it such. The narrative is a fantastical retelling of Xuanzang's pilgrimage to India to obtain Buddhist scriptures, a pilgrimage that took place roughly a thousand years before ""The Journey to the West"" was written. In the retelling, there are gods, monsters, dragons, trickery, humor, and a plethora of epic fights. There is also a remarkably large amount of poetry, serving both as description and commentary, and the poetry lightened the reading. Since this volume contains only the first quarter of the story, I will postpone further comments for now."
36,0,0.03392857142857143,"I've read Journey to the West, Yu's translation, every few years for the last decade or so now. It's wonderful, and improves with every reading. There are layers of meaning, and I really appreciate Yu's scholarly footnotes. Unfortunately, the Kindle version is a bit of a mess. The Chinese characters are FAR too small to read (they're smaller than the smallest-size font, and can't be resized). This is extremely frustrating, since much of the word-play, and some of the important concepts hinge on the characters used. This needs to be fixed."
37,0,0.0,"I'd say, if you haven't read Journey to the West, read it. But stick with paper for the time being."
38,0,0.13372134038800707,"This is, of course, a great translation of a literary classic.  The stories of each scrape the monkey gets into are similar to fairy tales.  There is a strong moral lesson to the overall plot.  (The monkey is being punished for his flippant treatment of the staid conventional deities in Heaven.)  I guess there are probably underlying political or social comments being made, but I am not that much of an historical or literary scholar.  This is a fun book to read, and one whose stories you can tell to young children and amuse them with their silliness.  The stories are filled with imagination and humor.  The monkey's high spirits grow on you.  His companions are often simple foils for his high jinx.  If you are interested in Chinese culture, this is a must-read, as there are many references to it in current Chinese culture."
