id,star,text
0,0,"As a Chinese reader, I have always adored the Chinese Dickens, Lao She. This book adds new knowledge about him, which sheds light on the fact that he was a global writer."
1,0,"Simple story of an ambitious Bengali girl seemingly stuck in the confines of traditional Bengali female role. The relationships are portrayed authentically and with compassion for all involved. Great introduction to microfinance for young readers. Our girls whipped through it quickly, but enjoyed the ride."
2,0,This book is a great early reader.  I am an elementary school librarian and I'm always looking for books that expose my students to cultures around the world.  The book is not long and tell the story of a young girl that wants to help her family financially.  She uses her talents to find a way to accomplish that.
3,0,The book would also be a great read aloud for grades 2-3.  Great descriptions and character development for such a short book.
4,0,This is a fun and engaging story.  Your kids will love it.
5,0,"You might love it, too.  This is a subtle and heart warming story of women's empowerment.  Without an angry word, or a whiff of ideology, this story tells what poor families can do by enlisting the gifts of all their members.  These women don't wait for someone to act for them, but take risks. And everyone wins--there is no zero sum game here."
6,0,"But my imagination is soaring--this is a kid's story, and you'll just have to enjoy it on that level!"
7,0,I purchased this book as I looked for international books for 8-11 year olds. This book does a good job of showing the culture. The end notes are also interesting. I believe this is an enjoyable way to learn about another culture.
8,0,My daughter really liked this story. She's studying India right now for her 5th grade homeschool curriculum and this was one of the fiction books we chose to start the section off. She was very engaged in the story but it was was too easy for her reading level. She read it in about 30 minutes but really enjoyed that 30 minutes!
9,0,"This was an authentic, heartfelt story to open the eyes of my children of what daily life, culture, and communication as well as relationships look like in another place, Bangladesh. I think we'll read it more than once!"
10,0,Inspiring story about a young girl who overcomes her troubles and situation with diligence and a fighting spirit.
11,0,"Every little girl should read this book or have it read to them. The illustrations are gorgeous, and the story is really empowering. I think I've bought this book at least 5 times, and give it out to my friends' daughters when they are old enough to start understanding the story. It's also a wonderful way for children to learn about a culture outside of the US (or wherever you live)."
12,0,"This book gently introduces kids to gender inequalities in some parts of the world. The characters are engaging and easy to like. At the same time, the problems they encounter provoke the reader into thinking about how girls are treated and how they SHOULD be treated. I'm looking forward to reading it to my students and getting their reaction."
13,0,This is a nice  and well-written story for young folks that has a lesson in it for all who read it
14,0,Lao She's brilliant but painful work is made thoroughly and accurately accessible to English speakers with this excellent translation.
15,0,"It's a tough read as we watch Xiangzi fall into one disaster after another, coupled with some tragically bad decisions on his own part. But the pain reveals much about the reality of those who are trapped economically and can't find a reliable path to prosperity in spite of bitterly hard work. However, I think Lao She has embedded a message of hope within the despair, as there were lucky things that came to Xiangzi (his name means lucky) and even the hope of the key blessing that could have transformed him and that neighbor girl,  Fuzi (the Fu means blessing or fortune in the Chinese). Had he accepted and held onto the gifts he was given, had he been a little more patient or a little more wise, and especially had he been a little less selfish, there was greater hope all along, in spite of the injustices inflicted by others. Perhaps or perhaps not---in any case, it's a much deeper book than some might think and one worthy of much reflection."
16,0,Lao She is one of China's great writers and one of the greats in world literature. This book deserves to be read by much wider audiences.
17,0,"Lao can be considered one of the great writers of modern China. His witty, thoughtful and inspiring look at the life of a rickshaw driver at the turn of the 20th century offers critical insight into why the Chinese Revolution happened as well as insight into how the poor perceive their own oppression, Lao's characters are charming, well written and his plot explores the everyday life of the Chinese people."
18,0,Overall I found this to be an interesting book
19,0,"This is a classic of Chinese literature. It tells the story of Hsiang Tzu, who aspires to own a rickshaw and the very hard work and planning it takes to purchase one.. Set in Peking during the 1930s, it captures the physical, cultural, and political environment of that period. This is a sad, enlightening, memorable book."
20,0,"Both a great thought piece and a great Chinese culture read. I think part of this mindset is visible in Chinese adults today, and the ending gave me a lot of thoughts to digest"
21,0,Liked the storyline. Very realistic for the time it was written. There were a lot of stereotypical Chinese stories around that time.
22,0,N O.  S P O I L E R S
23,0,I was immediately drawn into the book and could not put it down. If you are doubtful about purchasing the book I say it is well worth the purchase. This is a book I will read again sometime in the future.
24,0,"Wonderful read-- fast-paced, exquisitely developed characters, and a glimpse into  another time in another culture.  Yet as  testament to in the universality  of this great writer some of the issues including cultural repression and the plight of the world's poor still obtain today."
25,0,One of those novels that gives the reader a graphic view of a life but without the lecturing.  Readers get it without being lectured.
26,0,Beautiful account of the poor working man making decisions to keep his head above water.
27,0,"such a sad book, read it when I was young and loved it.  Still do"
28,0,see other books
29,0,"Simple story of an ambitious Bengali girl seemingly stuck in the confines of traditional Bengali female role. The relationships are portrayed authentically and with compassion for all involved. Great introduction to microfinance for young readers. Our girls whipped through it quickly, but enjoyed the ride."
30,0,This book is a great early reader.  I am an elementary school librarian and I'm always looking for books that expose my students to cultures around the world.  The book is not long and tell the story of a young girl that wants to help her family financially.  She uses her talents to find a way to accomplish that.
31,0,The book would also be a great read aloud for grades 2-3.  Great descriptions and character development for such a short book.
32,0,This is a fun and engaging story.  Your kids will love it.
33,0,"You might love it, too.  This is a subtle and heart warming story of women's empowerment.  Without an angry word, or a whiff of ideology, this story tells what poor families can do by enlisting the gifts of all their members.  These women don't wait for someone to act for them, but take risks. And everyone wins--there is no zero sum game here."
34,0,"But my imagination is soaring--this is a kid's story, and you'll just have to enjoy it on that level!"
35,0,I purchased this book as I looked for international books for 8-11 year olds. This book does a good job of showing the culture. The end notes are also interesting. I believe this is an enjoyable way to learn about another culture.
36,0,My daughter really liked this story. She's studying India right now for her 5th grade homeschool curriculum and this was one of the fiction books we chose to start the section off. She was very engaged in the story but it was was too easy for her reading level. She read it in about 30 minutes but really enjoyed that 30 minutes!
37,0,"This was an authentic, heartfelt story to open the eyes of my children of what daily life, culture, and communication as well as relationships look like in another place, Bangladesh. I think we'll read it more than once!"
38,0,Inspiring story about a young girl who overcomes her troubles and situation with diligence and a fighting spirit.
39,0,"Every little girl should read this book or have it read to them. The illustrations are gorgeous, and the story is really empowering. I think I've bought this book at least 5 times, and give it out to my friends' daughters when they are old enough to start understanding the story. It's also a wonderful way for children to learn about a culture outside of the US (or wherever you live)."
40,0,"This book gently introduces kids to gender inequalities in some parts of the world. The characters are engaging and easy to like. At the same time, the problems they encounter provoke the reader into thinking about how girls are treated and how they SHOULD be treated. I'm looking forward to reading it to my students and getting their reaction."
41,0,This is a nice  and well-written story for young folks that has a lesson in it for all who read it
42,0,Lao She's brilliant but painful work is made thoroughly and accurately accessible to English speakers with this excellent translation.
43,0,"It's a tough read as we watch Xiangzi fall into one disaster after another, coupled with some tragically bad decisions on his own part. But the pain reveals much about the reality of those who are trapped economically and can't find a reliable path to prosperity in spite of bitterly hard work. However, I think Lao She has embedded a message of hope within the despair, as there were lucky things that came to Xiangzi (his name means lucky) and even the hope of the key blessing that could have transformed him and that neighbor girl,  Fuzi (the Fu means blessing or fortune in the Chinese). Had he accepted and held onto the gifts he was given, had he been a little more patient or a little more wise, and especially had he been a little less selfish, there was greater hope all along, in spite of the injustices inflicted by others. Perhaps or perhaps not---in any case, it's a much deeper book than some might think and one worthy of much reflection."
44,0,Lao She is one of China's great writers and one of the greats in world literature. This book deserves to be read by much wider audiences.
45,0,"Lao can be considered one of the great writers of modern China. His witty, thoughtful and inspiring look at the life of a rickshaw driver at the turn of the 20th century offers critical insight into why the Chinese Revolution happened as well as insight into how the poor perceive their own oppression, Lao's characters are charming, well written and his plot explores the everyday life of the Chinese people."
46,0,Overall I found this to be an interesting book
47,0,"This is a classic of Chinese literature. It tells the story of Hsiang Tzu, who aspires to own a rickshaw and the very hard work and planning it takes to purchase one.. Set in Peking during the 1930s, it captures the physical, cultural, and political environment of that period. This is a sad, enlightening, memorable book."
