id,star,text
0,0,"It truly is a challenge to find a well written Christian novel.  I've only found a few and this is one of them. I don't know who the protagonist, Will Chambers, is modeled after or if he's a composite, but I would like to meet him or them! He is a very brilliant, insightful attorney. The story expertly combines Will's natural abilities with God's supernatural interventions, weaving them together to hold the reader's attention until the story is resolved on the final page!"
1,0,"Grabbed from the beginning, this novel held me throughout. If you’re a lesser us better when it comes to government, this will drive you nuts. I found myself so engrossed with the drama unfolding that I began to join in with Will as he fights the system which had gone off the rails. A must read from an author who truly engages his readers."
2,0,"As far as I'm concerned,  Mr. Parshall is #1 in the legal thriller  genre; better than John  Grisham.  He expertly weaves his stories through twists, turns and surprises. This story really carried me quickly through to the end. I read it in one day. I love that he includes Christianity in his books. His faith adds so much depth to the story. I very much enjoyed this book and highly recommend it. As a former legal secretary,  I'm always fascinated by legal thrillers."
3,0,"This is the second in the 'Chambers of Justice' series by Craig Parshall.  As with the first one, this is well done."
4,0,The plot centers around the child welfare authorities trying to remove parental custody based on an allegation of terrible child abuse.  There are many twists and turns throughout.  The courtroom drama is great as is the rest.
5,0,"In addition to being a legal thriller, this book explores many spiritual issues.  The lead character, Will Chambers is a fledgling Christian who is working on his spiritual life in addition to the action in the main storyline.  That part is well done also."
6,0,"I will certainly be checking out more books in this series.  I recommend this book, but readers should probably start with 'The Resurrection File', which is the first one in this collection."
7,0,This is an excellent thriller series. Lots of action. You will not want to put it down. Read them in order.
8,0,The premise is scary. This is an engrossing book I recommend you read this when you have a lot of time to read it
9,0,"Enjoyed this one as much as the first book in the series.  Holds your interest.  And the characters are very ""real""."
10,0,I look forward to the read. Thanks
11,0,EXCELLENT READ. Would like to believe a lawyer could have this much feeling for jusice and the truth.
12,0,"Of the five books in this series, I've only read the first two.  This book was more enjoyable than the first. I didn't want to put it down."
13,0,"This book has it all! I am a masters student at Columbia University studying Neuroscience and Education. My thesis is on the neuroscience of mindfulness and I have read over 20 books touting mindfulness research in an educational setting - So many of them are for beginners seem to be written for an ideal classroom that does not exist (did I mention that I'm an 8th grade Special Education teacher in Brooklyn?) This book is full of the newest research and applications for the classroom. It hits on interdisciplinary levels, such as social emotional learning, and the fixed/growth mindset. This book would be great to give anyone you know who has developed learned helplessness or chronic stress over time - regardless of whether they are an educator or student. Aside from this book, I also recommend Daniel Rechtschaffen's book, The Way of Mindful Education, which has great lesson plans for students of all ages (and all demographics) in the classroom."
14,0,"Mindfulness is the capacity to achieve nonjudgmental awareness of experiences in the present moment, without grasping or aversion. (Boddhi, 1999).  Research has revealed that there are specific identifiable components of mindfulness meditation: attention regulation; body awareness; emotion regulation; and change in perspective on the self.  (Holzel, et al., 2011, p. 539)"
15,0,"There is currently a great renewal of interest in promoting Social Emotional Learning (“SEL”) in our schools, together with recognition that mindfulness based approaches could form an important component of approaches geared towards development of social-emotional skills.  Research shows that we have a greater need than ever for schools to address the nonacademic needs of students, as statistically significant minorities of school aged children have statistically significant emotional/behavioral vulnerabilities and lack of academic readiness.  (Jennings P., Lantieri, L, & Roeser, R., 2012, p. 372).  There are two main avenues through which this can be accomplished:  (1) creating a curriculum that promotes mindfulness (and SEL) through inquiry-based, collaborative, experiential learning (as already done in certain private schools, e.g., Montessori and Reggio Emilia); and (2) instructing teachers and students in the regular use of mindfulness based practices, preferably as part of an organization-wide or state-wide SEL program."
16,0,"Against this backdrop, a number of books have been published in recent years, exploring ways in which mindfulness can be used to support the work of education in the social-emotional arena.  One such book is Mindful Learning, written by two professors at Monash University in Melbourne, Australia, Drs. Craig Hassed and Richard Chambers.  This book would be an excellent first read for educators who would like to learn about the science behind, and benefits of, mindfulness practices.  The book is scaffolded in a way that allows for clear understanding of the potential positive relationship between mindfulness and the mental qualities necessary for efficient learning.  The reach of the book is broad, ranging from the science supporting the use of mindfulness based interventions, to the mental skill sets needed for effective learning, to actual practices that educators may use to develop a mindfulness practice."
17,0,"Unsurprisingly, given the secular focus of the book, the authors focus on four cognitive aspects of mindfulness: Perception; Nonattachment (letting go); Acceptance; and Present moment (awareness). (Id., pp. 12-17):"
18,0,"• Perception:  lack of perception involves believing the stories our brains tell us, having a narrow viewpoint or a fixed mindset;  with mindfulness we may begin perceiving what we project onto situations, for example, bringing us to a different perspective, seeing the bigger picture or seeing things from a different angle."
19,0,"• Nonattachment: involves letting go of or releasing thoughts, feelings, ideas; neither grasping onto or pushing away from (aversion)."
20,0,"• Acceptance:  after noticing or acknowledging what is (perception) and being neutral towards it (non-attachment), can we accept or allow things to be as they are? The authors offer a caveat: “(u)sing acceptance to make something go away is actually nonacceptance masquerading as acceptance…”  What is helpful here is remembering the impermanence of all things, that this too shall pass. Also, we should refrain from “shooting the second arrow”, that is, letting go of any judgment of the thought, idea, feeling, or sensation as “bad” or “wrong”.  Although this may sound, it is not easy – because sometimes what arises is difficult or painful or even intolerable.  (Id., p. 16)."
21,0,"• Present Moment: “The present moment is the only moment that has any legitimate claim to reality.  The past and future are just ideas.  The past and future never actually exist…” (Id., p. 17)."
22,0,"At the beginning of Mindful Learning, the authors discuss the need for a pedagogical shift to an inquiry based approach to education, i.e., the dialectic approach, as opposed to the traditional public school approach where the teachers are providing knowledge and the student absorbs it (without much reflection or personal connection).  There is recognition of the importance that students maintain a childlike fascination with the subject matter.  The question is posed, how do we keep children interested, and not destroy their naturally inquisitive spirit, ending up like a “snuffed out candle”? (Hassed & Chambers, 2015, p. 3, quoting Einstein)."
23,0," “Einstein felt that real discovery was an intuitive process.  Intuition…comes from the Latin word intueri, meaning “to look upon, consider, contemplate.”  It is not “an unconscious, unreflecting, conditioned, or automatic way of seeing things.  It is all about being conscious and aware.  If we really look we have a chance of understanding, because what is within us is connecting with what we are observing.  Thus connectedness, or unity, goes hand in hand with learning mindfully.”  (Ibid.)."
24,0,"After this beginning, there is very little in the book that discusses changing the pedagogy of schools; rather the primary focus is on educating teachers so that they may be mindful models of educational leadership in the classroom.  Developing mindfulness in teachers is viewed as an issue of primary importance  by the authors: “Education (on mindfulness) needs to take place at a number of levels, starting with the training of quality mindfulness teachers.” (Hassed & Chambers, 2015, p. 179).  Thus, Mindful Learning focuses to a large extent on bringing mindfulness into the classroom through teachers who have developed their own mindfulness practices, as well as through scripted mindfulness exercises to be practiced with students, which may be found in Chapter 20."
25,0,"Much of the book is devoted to presenting evidence of why engaging in mindfulness is a beneficial practice for teachers and students.  However,  they do recognize the indispensable truth that “(m)indfulness can only be offered; the choice is always the person’s own as to whether they will take up the gift.” (Id., p. 145).  “Mindfulness cannot be imposed on students.  They will need a level of motivation and insight in order to engage with the process.  Otherwise they will just pretend to go through the motions to keep the teacher happy, or – even worse – they will build up resistance and resentment to mindfulness, an attitude that might be difficult to shift.” (p. 144)."
26,0,"The authors call for a type of “applied mindfulness” which departs from traditional mindfulness practice by its results driven focus of attaining specific goals, such as stress reduction and performance enhancement.  In contrast, mindfulness as developed from ancient Buddhist philosophy has at its core the purpose of achieving enduring happiness and gaining insight into the true nature of existence (impermanent, unreliable, and non-self). (Boddhi, 1999).  The authors state that, instead of teaching mindfulness and “letting students figure out on their own how to apply it,” they teach mindfulness with the stated goals of managing stress, improving study performance (by learning to sustain attention and focus over a period of time), developing presence of mind rather than trying to multitask , and overcoming procrastination. (Hassed & Chambers, 2015, p. 48)."
